class_labels,query
"['luggage, leather goods', 'top clothes (coat, jacket, shirt, etc.)', 'top clothes (coat, jacket, shirt, etc.)', 'human face', 'human face']",removable trendy brand jacket suit
"['toys', 'toys']",competition regeneration educational toys
['others'],green books
"['shoes', 'shoes', 'furniture', 'human face', 'others', 'others', 'furniture', 'skirt & dress']",mesh girls dress
"['others', 'others']",metal third gear shelf
"['others', 'others', 'furniture', 'furniture', 'furniture']",nostalgic creative lamps
"['human face', 'bottom clothes (trousers, pants, etc.)', 'top clothes (coat, jacket, shirt, etc.)', 'shoes', 'shoes', 'others']",electric universal model toys
['others'],human books
"['others', 'others']",casting quick-drying glue
"['others', 'others', 'others']",men's natural facial cream
"['furniture', 'furniture', 'furniture', 'furniture', 'furniture']",creative nordic dining table
['others'],social books
"['makeup, perfume, beauty tools and essential oils', 'others', 'others']",barley water moisturizing lotion
"['others', 'others', 'others', 'others', 'others', 'others']",storage and the word box
"['furniture', 'others', 'others', 'others', 'furniture', 'others']",printing blossoming cross-stitch
"['luggage, leather goods']",short paragraph men's wallet
['others'],genuine work books
['others'],sets string silver string
"['others', 'others', 'others']",pedometer
"['luggage, leather goods', 'top clothes (coat, jacket, shirt, etc.)', 'others', 'bottom clothes (trousers, pants, etc.)', 'others', 'shoes', 'shoes', 'top clothes (coat, jacket, shirt, etc.)', 'human face']",casual spring and autumn clothing
"['makeup, perfume, beauty tools and essential oils', 'others', 'others']",hotel home deodorant
['digital supplies'],repair circuit board
"['others', 'makeup, perfume, beauty tools and essential oils']",deepen heightening shelf
"['others', 'human face']",celebrity stamp
"['shoes', 'top clothes (coat, jacket, shirt, etc.)', 'top clothes (coat, jacket, shirt, etc.)', 'bottom clothes (trousers, pants, etc.)', 'shoes', 'others', 'bottom clothes (trousers, pants, etc.)', 'top clothes (coat, jacket, shirt, etc.)', 'shoes', 'top clothes (coat, jacket, shirt, etc.)']",lapel wild t-shirt
"['toys', 'toys']",minimalist european mechanical lock
"['others', 'others']",takeaway disposable chopsticks
['others'],motorcycle accessories
"['others', 'others', 'others', 'others', 'others', 'others', 'others']",fat weighing scales
['others'],notepad
"['others', 'others', 'others', 'others', 'others', 'others']",mediterranean integrated ceiling pinch
"['accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)']",point line a plain necklace
"['others', 'others', 'top clothes (coat, jacket, shirt, etc.)', 'others']",old coarse cotton ethnic clothing
"['bottom clothes (trousers, pants, etc.)']",simple cotton underwear
"['top clothes (coat, jacket, shirt, etc.)', 'human face', 'bottom clothes (trousers, pants, etc.)', 'luggage, leather goods', 'shoes', 'shoes']",printing fashion clothing
['shoes'],summer to help low canvas shoes
['others'],student platinum edition books
['others'],research central books
"['others', 'others', 'others', 'others']",factory painted tableware
"['top clothes (coat, jacket, shirt, etc.)', 'human face']",dress best man suit
['others'],vernacular books
"['snacks, nuts, liquor and tea', 'others', 'snacks, nuts, liquor and tea', 'others', 'others', 'others', 'others', 'others', 'others', 'others', 'others']",casual boxed pastry
['others'],the wizard of oz books
"['others', 'others', 'others', 'others', 'others', 'others']",wooden kindergarten shelf
['others'],pierre warm duvet
"['others', 'others', 'others', 'others', 'others', 'others', 'others']",direct mail blush
"['accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)']",gold-plated cute necklaces
"['bottom clothes (trousers, pants, etc.)', 'accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)', 'accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)', 'accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)', 'top clothes (coat, jacket, shirt, etc.)', 'others', 'human face']",middle-aged fake two women's
"['shoes', 'others', 'shoes']",classic casual boots
['others'],supernatural books
"['skirt & dress', 'human face', 'luggage, leather goods']",lace fashion dress
"['others', 'toys']",ultra-light will children's walker
"['top clothes (coat, jacket, shirt, etc.)', 'human face', 'bottom clothes (trousers, pants, etc.)', 'luggage, leather goods', 'accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)']",moisture wicking jersey
"['others', 'others']",peeled yam
['others'],ordinary electrical books
"['furniture', 'others', 'others', 'furniture', 'others', 'others', 'others']",plate ecological whole cloakroom
['others'],horizontal factory piano
['others'],factory expansion sleeve
"['others', 'others', 'others']",high school student books
"['others', 'others']",direct mail amino glucose
"['top clothes (coat, jacket, shirt, etc.)', 'human face', 'accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)', 'luggage, leather goods']",trendy and long sections woolen jacket
"['others', 'others', 'others', 'others', 'others', 'others', 'bottle drink', 'others', 'others', 'others']",imported stainless steel shelf
"['others', 'furniture', 'furniture', 'others', 'others', 'others', 'others', 'furniture', 'others']",hotel minimalist sets of furniture
"['toys', 'toys', 'toys']",boxed genuine model toys
"['others', 'others', 'others', 'others']",two bags dianhong
"['luggage, leather goods', 'others']",girls summer underwear
['shoes'],winter leather boots
"['others', 'others', 'others', 'others', 'others', 'others']",metal aspen drill
"['others', 'others', 'others']",beijing normal university version primary school books
"['accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)', 'top clothes (coat, jacket, shirt, etc.)', 'human face']",small fresh hollow shirt
"['others', 'others', 'others']",1973 ethnic stamp
"['shoes', 'shoes']",popular thin rain boots
"['others', 'others', 'others']",silver investment ornaments
"['others', 'others', 'others', 'others', 'others', 'others']",positioning stainless steel dip net rod
"['accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)']",full of diamond european and american fashion bracelet
"['others', 'others', 'others', 'others', 'others', 'others', 'others', 'others', 'others', 'others']",plant more meat
"['toys', 'toys', 'bottom clothes (trousers, pants, etc.)', 'shoes', 'shoes', 'others']",genuine books
"['others', 'others', 'toys', 'others', 'others', 'others']",folk winder
['others'],selling books
"['others', 'others', 'digital supplies']",voice automatic walkie-talkie
"['others', 'human face']",happy family cd
"['others', 'others', 'others', 'others', 'others', 'others', 'others', 'others', 'others']",original sale books
['digital supplies'],unicom remote control
['others'],colin home machine
"['furniture', 'others', 'others', 'others', 'others']",chinese linen pillow
"['others', 'others', 'others']",imported organic milk powder
['others'],travel soap box
"['others', 'others', 'shoes']",box retro glasses
"['others', 'others', 'bottom clothes (trousers, pants, etc.)', 'others']",selling children's books
"['others', 'snacks, nuts, liquor and tea']",illustrations books
"['top clothes (coat, jacket, shirt, etc.)', 'top clothes (coat, jacket, shirt, etc.)', 'top clothes (coat, jacket, shirt, etc.)', 'human face', 'human face', 'human face']",loose camouflage coat
['others'],touch non-signs
"['toys', 'others']",genuine ps game
"['others', 'others', 'accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)', 'others', 'human face', 'human face', 'human face', 'others', 'others', 'shoes', 'others', 'others', 'accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)', 'others', 'others', 'toys', 'accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)', 'human face', 'human face', 'human face', 'human face', 'human face', 'human face', 'human face']",curly wig
"['others', 'others', 'others', 'others', 'others', 'others', 'others', 'others', 'others', 'others', 'others', 'others', 'others']",incense natural aromatherapy spice
['others'],small entry books
['others'],opening wiring terminal
['others'],professional building books
"['human face', 'skirt & dress']",hollow seaside resort sweater
"['others', 'others', 'others', 'snacks, nuts, liquor and tea', 'others', 'others', 'others', 'others', 'snacks, nuts, liquor and tea', 'others', 'others', 'others', 'others']",baking non-stick mold
['others'],specialty secret chili sauce
"['others', 'others', 'accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)']",stone natural seal
"['snacks, nuts, liquor and tea']",fresh natural apple
"['skirt & dress', 'top clothes (coat, jacket, shirt, etc.)']",fashion thin dress
"['others', 'toys', 'toys']",math primary school books
['others'],water conservancy water ordinary books
"['others', 'others']",what books
['others'],lin ching lin ching's top ten books
"['human face', 'others', 'top clothes (coat, jacket, shirt, etc.)']",financial books
['others'],higher books
['others'],urban and rural books
['others'],liu bingsen books
['others'],sketch books
"['others', 'others']",like books suit
"['makeup, perfume, beauty tools and essential oils', 'others']",counter genuine oil care suit
"['others', 'others']",combination of education educational toys
['others'],fresh wild chinese herbal medicine
['others'],classic genuine books
['others'],music writing group books
"['luggage, leather goods']",oxford cloth large capacity suitcase
"['makeup, perfume, beauty tools and essential oils', 'makeup, perfume, beauty tools and essential oils', 'makeup, perfume, beauty tools and essential oils']",acne shrink pores care suit
"['others', 'others']",travel large spray bottle
['others'],note two-tone european and american watch
"['accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)', 'others', 'accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)', 'others', 'others', 'accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)', 'accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)', 'accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)']",style fashion earrings
"['makeup, perfume, beauty tools and essential oils', 'others', 'others', 'makeup, perfume, beauty tools and essential oils', 'makeup, perfume, beauty tools and essential oils']",orr bin facial cream
